Map,Map Seed,Uncertainty,Number of Agents,Agent Seed,With Communication,Sensing Probability,Initial Runtime (secs),Online Runtime (secs),Success,Initial Min SOC,Initial Max SOC,Initial Uncertainty,Initial True Cost,Final Min SOC,Final Max SOC,Final Uncertainty,Distribution,Final True Cost,Objective,Effect on True Cost,True Cost Change,Min SIC,Max SIC
Open Map,96372106,1,3,10637302,True,1.0,0.007292270660400391,0.018243074417114258,1,26,35,9,26,25,25,0,min,25,Min Worst Case,Increased True Cost,-1,24,41
Open Map,96372106,1,3,10637303,True,1.0,0.0006399154663085938,0.0029256343841552734,1,14,20,6,14,14,14,0,min,14,Min Worst Case,No Change,0,14,20
Open Map,96372106,1,3,10637304,True,1.0,0.004149436950683594,0.006848335266113281,1,20,27,7,20,19,19,0,min,19,Min Worst Case,Increased True Cost,-1,18,30
Open Map,96372106,1,3,10637305,True,1.0,0.0032842159271240234,0.007865667343139648,1,22,29,7,22,22,22,0,min,22,Min Worst Case,No Change,0,21,30
Open Map,96372106,1,3,10637306,True,1.0,0.0004942417144775391,0.00177001953125,1,9,18,9,9,9,9,0,min,9,Min Worst Case,No Change,0,9,18
Open Map,96372106,1,3,10637307,True,1.0,0.002140045166015625,0.005472421646118164,1,21,30,9,21,21,21,0,min,21,Min Worst Case,No Change,0,20,33
Open Map,96372106,1,3,10637308,True,1.0,0.001912832260131836,0.006101131439208984,1,20,29,9,20,20,20,0,min,20,Min Worst Case,No Change,0,19,29
Open Map,96372106,1,3,10637309,True,1.0,0.002959012985229492,0.006251096725463867,1,19,29,10,19,18,18,0,min,18,Min Worst Case,Increased True Cost,-1,18,31
Open Map,96372106,1,3,10637310,True,1.0,0.0018672943115234375,0.006253242492675781,1,24,37,13,24,24,24,0,min,24,Min Worst Case,No Change,0,24,39
Open Map,96372106,1,3,10637311,True,1.0,0.0006871223449707031,0.003139495849609375,1,18,23,5,18,18,18,0,min,18,Min Worst Case,No Change,0,18,23
Open Map,96372106,1,3,10637312,True,1.0,0.0006415843963623047,0.002961874008178711,1,16,21,5,16,16,16,0,min,16,Min Worst Case,No Change,0,16,21
Open Map,96372106,1,3,10637313,True,1.0,0.011317968368530273,0.029333114624023438,1,25,35,10,25,25,25,0,min,25,Min Worst Case,No Change,0,25,37
Open Map,96372106,1,3,10637314,True,1.0,0.01573348045349121,0.03154635429382324,1,24,28,4,24,21,21,0,min,21,Min Worst Case,Increased True Cost,-3,20,33
Open Map,96372106,1,3,10637315,True,1.0,0.001112222671508789,0.0038220882415771484,1,15,21,6,15,15,15,0,min,15,Min Worst Case,No Change,0,15,24
Open Map,96372106,1,3,10637316,True,1.0,0.0014071464538574219,0.00596928596496582,1,21,33,12,21,21,21,0,min,21,Min Worst Case,No Change,0,21,36
Open Map,96372106,1,3,10637317,True,1.0,0.0015304088592529297,0.008786916732788086,1,22,31,9,22,22,22,0,min,22,Min Worst Case,No Change,0,21,31
Open Map,96372106,1,3,10637318,True,1.0,0.0005917549133300781,0.0036160945892333984,1,15,22,7,15,15,15,0,min,15,Min Worst Case,No Change,0,15,22
Open Map,96372106,1,3,10637319,True,1.0,0.0006425380706787109,0.004566669464111328,1,19,27,8,19,19,19,0,min,19,Min Worst Case,No Change,0,19,27
Open Map,96372106,1,3,10637320,True,1.0,0.000423431396484375,0.001965761184692383,1,12,16,4,12,12,12,0,min,12,Min Worst Case,No Change,0,12,16
Open Map,96372106,1,3,10637321,True,1.0,0.0005347728729248047,0.0023217201232910156,1,17,21,4,17,17,17,0,min,17,Min Worst Case,No Change,0,17,21
Open Map,96372106,1,3,10637322,True,1.0,0.0008666515350341797,0.002817869186401367,1,14,18,4,14,14,14,0,min,14,Min Worst Case,No Change,0,13,18
Open Map,96372106,1,3,10637323,True,1.0,0.0008716583251953125,0.0068967342376708984,1,21,28,7,21,21,21,0,min,21,Min Worst Case,No Change,0,21,28
Open Map,96372106,1,3,10637324,True,1.0,0.0005104541778564453,0.002783536911010742,1,13,16,3,13,13,13,0,min,13,Min Worst Case,No Change,0,13,16
Open Map,96372106,1,3,10637325,True,1.0,0.0011622905731201172,0.004620790481567383,1,14,21,7,14,14,14,0,min,14,Min Worst Case,No Change,0,14,24
Open Map,96372106,1,3,10637326,True,1.0,0.012730836868286133,0.03231501579284668,1,25,33,8,25,24,24,0,min,24,Min Worst Case,Increased True Cost,-1,22,32
Open Map,96372106,1,3,10637327,True,1.0,0.002202272415161133,0.006016969680786133,1,19,26,7,19,19,19,0,min,19,Min Worst Case,No Change,0,16,28
Open Map,96372106,1,3,10637328,True,1.0,0.0012297630310058594,0.004590511322021484,1,20,27,7,20,20,20,0,min,20,Min Worst Case,No Change,0,19,27
Open Map,96372106,1,3,10637329,True,1.0,0.0007314682006835938,0.004344940185546875,1,17,27,10,17,17,17,0,min,17,Min Worst Case,No Change,0,17,27
Open Map,96372106,1,3,10637330,True,1.0,0.00036835670471191406,0.0012569427490234375,1,10,11,1,10,10,10,0,min,10,Min Worst Case,No Change,0,10,11
Open Map,96372106,1,3,10637331,True,1.0,0.0006339550018310547,0.003002166748046875,1,18,26,8,18,18,18,0,min,18,Min Worst Case,No Change,0,18,26
Open Map,96372106,1,3,10637332,True,1.0,0.0004990100860595703,0.0019199848175048828,1,12,16,4,12,12,12,0,min,12,Min Worst Case,No Change,0,12,16
Open Map,96372106,1,3,10637333,True,1.0,0.0012989044189453125,0.00500035285949707,1,18,25,7,18,18,18,0,min,18,Min Worst Case,No Change,0,18,26
Open Map,96372106,1,3,10637334,True,1.0,0.0005552768707275391,0.005429744720458984,1,16,25,9,16,16,16,0,min,16,Min Worst Case,No Change,0,16,25
Open Map,96372106,1,3,10637335,True,1.0,0.0002570152282714844,0.0009708404541015625,1,5,7,2,5,5,5,0,min,5,Min Worst Case,No Change,0,5,7
Open Map,96372106,1,3,10637336,True,1.0,0.0015246868133544922,0.007953643798828125,1,24,32,8,24,24,24,0,min,24,Min Worst Case,No Change,0,24,34
Open Map,96372106,1,3,10637337,True,1.0,0.001961231231689453,0.0056879520416259766,1,19,29,10,19,19,19,0,min,19,Min Worst Case,No Change,0,18,29
Open Map,96372106,1,3,10637338,True,1.0,0.004545688629150391,0.013412714004516602,1,26,39,13,26,26,26,0,min,26,Min Worst Case,No Change,0,26,44
Open Map,96372106,1,3,10637339,True,1.0,0.006894826889038086,0.018402099609375,1,18,24,6,18,18,18,0,min,18,Min Worst Case,No Change,0,15,22
Open Map,96372106,1,3,10637340,True,1.0,0.0006268024444580078,0.0029096603393554688,1,16,24,8,16,16,16,0,min,16,Min Worst Case,No Change,0,16,24
Open Map,96372106,1,3,10637341,True,1.0,0.0010218620300292969,0.003924131393432617,1,15,24,9,15,15,15,0,min,15,Min Worst Case,No Change,0,15,24
Open Map,96372106,1,3,10637342,True,1.0,0.00396275520324707,0.010404348373413086,1,18,20,2,18,18,18,0,min,18,Min Worst Case,No Change,0,17,22
Open Map,96372106,1,3,10637343,True,1.0,0.0004832744598388672,0.0024945735931396484,1,14,20,6,14,14,14,0,min,14,Min Worst Case,No Change,0,14,20
Open Map,96372106,1,3,10637344,True,1.0,0.0025072097778320312,0.0056993961334228516,1,15,23,8,15,15,15,0,min,15,Min Worst Case,No Change,0,14,20
Open Map,96372106,1,3,10637345,True,1.0,0.0015821456909179688,0.006072521209716797,1,26,37,11,26,26,26,0,min,26,Min Worst Case,No Change,0,26,38
Open Map,96372106,1,3,10637296,True,1.0,0.0023393630981445312,0.011042594909667969,1,25,37,12,31,32,32,0,uniform,32,Min Worst Case,Reduced True Cost,1,24,40
Open Map,96372106,1,3,10637297,True,1.0,0.00052642822265625,0.0028595924377441406,1,16,19,3,17,17,17,0,uniform,17,Min Worst Case,No Change,0,16,19
Open Map,96372106,1,3,10637298,True,1.0,0.002460479736328125,0.0070612430572509766,1,27,31,4,29,29,29,0,uniform,29,Min Worst Case,No Change,0,25,33
Open Map,96372106,1,3,10637299,True,1.0,0.0035355091094970703,0.007653951644897461,1,23,33,10,29,29,29,0,uniform,29,Min Worst Case,No Change,0,22,37
Open Map,96372106,1,3,10637300,True,1.0,0.001976490020751953,0.007670879364013672,1,23,31,8,26,25,25,0,uniform,25,Min Worst Case,Increased True Cost,-1,22,30
Open Map,96372106,1,3,10637301,True,1.0,0.0017247200012207031,0.01660895347595215,1,24,38,14,34,33,33,0,uniform,33,Min Worst Case,Increased True Cost,-1,24,39
Open Map,96372106,1,3,10637302,True,1.0,0.007292270660400391,0.014707088470458984,1,26,35,9,32,34,34,0,uniform,34,Min Worst Case,Reduced True Cost,2,24,41
Open Map,96372106,1,3,10637303,True,1.0,0.0006399154663085938,0.0028493404388427734,1,14,20,6,15,15,15,0,uniform,15,Min Worst Case,No Change,0,14,20
Open Map,96372106,1,3,10637304,True,1.0,0.004149436950683594,0.007501363754272461,1,20,27,7,25,24,24,0,uniform,24,Min Worst Case,Increased True Cost,-1,18,30
Open Map,96372106,1,3,10637305,True,1.0,0.0032842159271240234,0.00811457633972168,1,22,29,7,25,25,25,0,uniform,25,Min Worst Case,No Change,0,21,30
Open Map,96372106,1,3,10637306,True,1.0,0.0004942417144775391,0.0019750595092773438,1,9,18,9,14,14,14,0,uniform,14,Min Worst Case,No Change,0,9,18
Open Map,96372106,1,3,10637307,True,1.0,0.002140045166015625,0.006130218505859375,1,21,30,9,26,26,26,0,uniform,26,Min Worst Case,No Change,0,20,33
Open Map,96372106,1,3,10637308,True,1.0,0.001912832260131836,0.006619691848754883,1,20,29,9,22,22,22,0,uniform,22,Min Worst Case,No Change,0,19,29
Open Map,96372106,1,3,10637309,True,1.0,0.002959012985229492,0.007603168487548828,1,19,29,10,21,22,22,0,uniform,22,Min Worst Case,Reduced True Cost,1,18,31
Open Map,96372106,1,3,10637310,True,1.0,0.0018672943115234375,0.006753683090209961,1,24,37,13,32,32,32,0,uniform,32,Min Worst Case,No Change,0,24,39
Open Map,96372106,1,3,10637311,True,1.0,0.0006871223449707031,0.0032334327697753906,1,18,23,5,22,22,22,0,uniform,22,Min Worst Case,No Change,0,18,23
Open Map,96372106,1,3,10637312,True,1.0,0.0006415843963623047,0.0031113624572753906,1,16,21,5,18,18,18,0,uniform,18,Min Worst Case,No Change,0,16,21
Open Map,96372106,1,3,10637313,True,1.0,0.011317968368530273,0.023729324340820312,1,25,35,10,30,30,30,0,uniform,30,Min Worst Case,No Change,0,25,37
Open Map,96372106,1,3,10637314,True,1.0,0.01573348045349121,0.021338462829589844,1,24,28,4,27,26,26,0,uniform,26,Min Worst Case,Increased True Cost,-1,20,33
Open Map,96372106,1,3,10637315,True,1.0,0.001112222671508789,0.0033049583435058594,1,15,21,6,17,17,17,0,uniform,17,Min Worst Case,No Change,0,15,24
Open Map,96372106,1,3,10637316,True,1.0,0.0014071464538574219,0.005047321319580078,1,21,33,12,25,25,25,0,uniform,25,Min Worst Case,No Change,0,21,36
Open Map,96372106,1,3,10637317,True,1.0,0.0015304088592529297,0.008521556854248047,1,22,31,9,28,28,28,0,uniform,28,Min Worst Case,No Change,0,21,31
Open Map,96372106,1,3,10637318,True,1.0,0.0005917549133300781,0.0035266876220703125,1,15,22,7,19,19,19,0,uniform,19,Min Worst Case,No Change,0,15,22
Open Map,96372106,1,3,10637319,True,1.0,0.0006425380706787109,0.003916025161743164,1,19,27,8,24,24,24,0,uniform,24,Min Worst Case,No Change,0,19,27
Open Map,96372106,1,3,10637320,True,1.0,0.000423431396484375,0.002139568328857422,1,12,16,4,14,14,14,0,uniform,14,Min Worst Case,No Change,0,12,16
Open Map,96372106,1,3,10637321,True,1.0,0.0005347728729248047,0.0023386478424072266,1,17,21,4,20,20,20,0,uniform,20,Min Worst Case,No Change,0,17,21
Open Map,96372106,1,3,10637322,True,1.0,0.0008666515350341797,0.0028116703033447266,1,14,18,4,15,15,15,0,uniform,15,Min Worst Case,No Change,0,13,18
Open Map,96372106,1,3,10637323,True,1.0,0.0008716583251953125,0.0071032047271728516,1,21,28,7,24,24,24,0,uniform,24,Min Worst Case,No Change,0,21,28
Open Map,96372106,1,3,10637324,True,1.0,0.0005104541778564453,0.0031354427337646484,1,13,16,3,14,14,14,0,uniform,14,Min Worst Case,No Change,0,13,16
Open Map,96372106,1,3,10637325,True,1.0,0.0011622905731201172,0.006725788116455078,1,14,21,7,18,18,18,0,uniform,18,Min Worst Case,No Change,0,14,24
Open Map,96372106,1,3,10637326,True,1.0,0.012730836868286133,0.03556489944458008,1,25,33,8,28,27,27,0,uniform,27,Min Worst Case,Increased True Cost,-1,22,32
Open Map,96372106,1,3,10637327,True,1.0,0.002202272415161133,0.007817745208740234,1,19,26,7,23,22,22,0,uniform,22,Min Worst Case,Increased True Cost,-1,16,28
Open Map,96372106,1,3,10637328,True,1.0,0.0012297630310058594,0.006156444549560547,1,20,27,7,25,24,24,0,uniform,24,Min Worst Case,Increased True Cost,-1,19,27
Open Map,96372106,1,3,10637329,True,1.0,0.0007314682006835938,0.004709482192993164,1,17,27,10,20,20,20,0,uniform,20,Min Worst Case,No Change,0,17,27
Open Map,96372106,1,3,10637330,True,1.0,0.00036835670471191406,0.0013806819915771484,1,10,11,1,10,10,10,0,uniform,10,Min Worst Case,No Change,0,10,11
Open Map,96372106,1,3,10637331,True,1.0,0.0006339550018310547,0.0031273365020751953,1,18,26,8,20,20,20,0,uniform,20,Min Worst Case,No Change,0,18,26
Open Map,96372106,1,3,10637332,True,1.0,0.0004990100860595703,0.0024216175079345703,1,12,16,4,14,14,14,0,uniform,14,Min Worst Case,No Change,0,12,16
Open Map,96372106,1,3,10637333,True,1.0,0.0012989044189453125,0.0041959285736083984,1,18,25,7,24,24,24,0,uniform,24,Min Worst Case,No Change,0,18,26
Open Map,96372106,1,3,10637334,True,1.0,0.0005552768707275391,0.0037689208984375,1,16,25,9,17,17,17,0,uniform,17,Min Worst Case,No Change,0,16,25
Open Map,96372106,1,3,10637335,True,1.0,0.0002570152282714844,0.0010313987731933594,1,5,7,2,6,6,6,0,uniform,6,Min Worst Case,No Change,0,5,7
Open Map,96372106,1,3,10637336,True,1.0,0.0015246868133544922,0.0074596405029296875,1,24,32,8,30,30,30,0,uniform,30,Min Worst Case,No Change,0,24,34
Open Map,96372106,1,3,10637337,True,1.0,0.001961231231689453,0.006510257720947266,1,19,29,10,24,24,24,0,uniform,24,Min Worst Case,No Change,0,18,29
Open Map,96372106,1,3,10637338,True,1.0,0.004545688629150391,0.012138605117797852,1,26,39,13,34,34,34,0,uniform,34,Min Worst Case,No Change,0,26,44
Open Map,96372106,1,3,10637339,True,1.0,0.006894826889038086,0.017075777053833008,1,18,24,6,22,22,22,0,uniform,22,Min Worst Case,No Change,0,15,22
Open Map,96372106,1,3,10637340,True,1.0,0.0006268024444580078,0.0033423900604248047,1,16,24,8,21,21,21,0,uniform,21,Min Worst Case,No Change,0,16,24
Open Map,96372106,1,3,10637341,True,1.0,0.0010218620300292969,0.0031452178955078125,1,15,24,9,22,22,22,0,uniform,22,Min Worst Case,No Change,0,15,24
Open Map,96372106,1,3,10637342,True,1.0,0.00396275520324707,0.010168313980102539,1,18,20,2,19,19,19,0,uniform,19,Min Worst Case,No Change,0,17,22
Open Map,96372106,1,3,10637343,True,1.0,0.0004832744598388672,0.002391815185546875,1,14,20,6,19,19,19,0,uniform,19,Min Worst Case,No Change,0,14,20
Open Map,96372106,1,3,10637344,True,1.0,0.0025072097778320312,0.005366325378417969,1,15,23,8,19,19,19,0,uniform,19,Min Worst Case,No Change,0,14,20
Open Map,96372106,1,3,10637345,True,1.0,0.0015821456909179688,0.006884098052978516,1,26,37,11,32,32,32,0,uniform,32,Min Worst Case,No Change,0,26,38
Open Map,96372106,2,3,10637296,False,0.0,0.0017192363739013672,0.0011217594146728516,1,28,49,21,49,28,49,21,max,49,Min Best Case,No Change,0,28,46
Open Map,96372106,2,3,10637297,False,0.0,0.0006268024444580078,0.0007352828979492188,1,17,34,17,34,17,34,17,max,34,Min Best Case,No Change,0,17,34
Open Map,96372106,2,3,10637298,False,0.0,0.04278874397277832,0.001108407974243164,1,30,50,20,50,30,50,20,max,50,Min Best Case,No Change,0,27,49
Open Map,96372106,2,3,10637299,False,0.0,0.003605365753173828,0.0010285377502441406,1,28,44,16,44,28,44,16,max,44,Min Best Case,No Change,0,26,46
Open Map,96372106,2,3,10637300,False,0.0,0.002702951431274414,0.0011217594146728516,1,26,45,19,45,26,45,19,max,45,Min Best Case,No Change,0,25,45
Open Map,96372106,2,3,10637301,False,0.0,0.002683401107788086,0.0012331008911132812,1,31,49,18,49,31,49,18,max,49,Min Best Case,No Change,0,29,47
Open Map,96372106,2,3,10637302,False,0.0,0.005016326904296875,0.0011546611785888672,1,30,53,23,53,30,53,23,max,53,Min Best Case,No Change,0,28,50
Open Map,96372106,2,3,10637303,False,0.0,0.000518798828125,0.0008065700531005859,1,16,28,12,28,16,28,12,max,28,Min Best Case,No Change,0,16,28
Open Map,96372106,2,3,10637304,False,0.0,0.002764463424682617,0.0009670257568359375,1,25,40,15,40,25,40,15,max,40,Min Best Case,No Change,0,23,40
Open Map,96372106,2,3,10637305,False,0.0,0.0056002140045166016,0.001007080078125,1,26,42,16,42,26,42,16,max,42,Min Best Case,No Change,0,24,41
Open Map,96372106,2,3,10637306,False,0.0,0.0004200935363769531,0.0005404949188232422,1,12,19,7,19,12,19,7,max,19,Min Best Case,No Change,0,12,19
Open Map,96372106,2,3,10637307,False,0.0,0.001485586166381836,0.0009293556213378906,1,24,45,21,45,24,45,21,max,45,Min Best Case,No Change,0,24,46
Open Map,96372106,2,3,10637308,False,0.0,0.0015172958374023438,0.0009527206420898438,1,21,36,15,36,21,36,15,max,36,Min Best Case,No Change,0,21,35
Open Map,96372106,2,3,10637309,False,0.0,0.001394510269165039,0.0010251998901367188,1,22,37,15,37,22,37,15,max,37,Min Best Case,No Change,0,21,37
Open Map,96372106,2,3,10637310,False,0.0,0.0008645057678222656,0.0011868476867675781,1,27,49,22,49,27,49,22,max,49,Min Best Case,No Change,0,27,49
Open Map,96372106,2,3,10637311,False,0.0,0.0006172657012939453,0.0008053779602050781,1,21,30,9,30,21,30,9,max,30,Min Best Case,No Change,0,21,30
Open Map,96372106,2,3,10637312,False,0.0,0.002222776412963867,0.0007905960083007812,1,18,31,13,31,18,31,13,max,31,Min Best Case,No Change,0,17,34
Open Map,96372106,2,3,10637313,False,0.0,0.05190610885620117,0.0012578964233398438,1,30,51,21,51,30,51,21,max,51,Min Best Case,No Change,0,29,52
Open Map,96372106,2,3,10637314,False,0.0,0.010761499404907227,0.0009119510650634766,1,25,40,15,40,25,40,15,max,40,Min Best Case,No Change,0,23,42
Open Map,96372106,2,3,10637315,False,0.0,0.0005695819854736328,0.0006589889526367188,1,16,28,12,28,16,28,12,max,28,Min Best Case,No Change,0,16,28
Open Map,96372106,2,3,10637316,False,0.0,0.0031862258911132812,0.0009436607360839844,1,26,41,15,41,26,41,15,max,41,Min Best Case,No Change,0,26,40
Open Map,96372106,2,3,10637317,False,0.0,0.0008602142333984375,0.0010647773742675781,1,26,42,16,42,26,42,16,max,42,Min Best Case,No Change,0,26,42
Open Map,96372106,2,3,10637318,False,0.0,0.0006506443023681641,0.0009393692016601562,1,17,33,16,33,17,33,16,max,33,Min Best Case,No Change,0,17,33
Open Map,96372106,2,3,10637319,False,0.0,0.0006237030029296875,0.0008559226989746094,1,19,38,19,38,19,38,19,max,38,Min Best Case,No Change,0,19,38
Open Map,96372106,2,3,10637320,False,0.0,0.00040602684020996094,0.0006170272827148438,1,13,22,9,22,13,22,9,max,22,Min Best Case,No Change,0,13,22
Open Map,96372106,2,3,10637321,False,0.0,0.0005729198455810547,0.0007348060607910156,1,20,33,13,33,20,33,13,max,33,Min Best Case,No Change,0,20,33
Open Map,96372106,2,3,10637322,False,0.0,0.0009746551513671875,0.0006990432739257812,1,15,22,7,22,15,22,7,max,22,Min Best Case,No Change,0,14,21
Open Map,96372106,2,3,10637323,False,0.0,0.005066633224487305,0.0013880729675292969,1,24,37,13,37,24,37,13,max,37,Min Best Case,No Change,0,23,39
Open Map,96372106,2,3,10637324,False,0.0,0.0005202293395996094,0.0008244514465332031,1,13,24,11,24,13,24,11,max,24,Min Best Case,No Change,0,13,24
Open Map,96372106,2,3,10637325,False,0.0,0.0011305809020996094,0.0008563995361328125,1,16,29,13,29,16,29,13,max,29,Min Best Case,No Change,0,15,28
Open Map,96372106,2,3,10637326,False,0.0,0.03909802436828613,0.0011496543884277344,1,28,44,16,44,28,44,16,max,44,Min Best Case,No Change,0,27,44
Open Map,96372106,2,3,10637327,False,0.0,0.0011191368103027344,0.0007846355438232422,1,23,35,12,35,23,35,12,max,35,Min Best Case,No Change,0,22,34
Open Map,96372106,2,3,10637328,False,0.0,0.002063751220703125,0.0008218288421630859,1,27,39,12,39,27,39,12,max,39,Min Best Case,No Change,0,27,48
Open Map,96372106,2,3,10637329,False,0.0,0.0006761550903320312,0.001024484634399414,1,22,31,9,31,22,31,9,max,31,Min Best Case,No Change,0,22,31
Open Map,96372106,2,3,10637330,False,0.0,0.00037026405334472656,0.00048422813415527344,1,10,16,6,16,10,16,6,max,16,Min Best Case,No Change,0,10,16
Open Map,96372106,2,3,10637331,False,0.0,0.0006659030914306641,0.0007898807525634766,1,21,36,15,36,21,36,15,max,36,Min Best Case,No Change,0,21,36
Open Map,96372106,2,3,10637332,False,0.0,0.00045371055603027344,0.0006074905395507812,1,13,22,9,22,13,22,9,max,22,Min Best Case,No Change,0,13,22
Open Map,96372106,2,3,10637333,False,0.0,0.0014238357543945312,0.0007376670837402344,1,20,35,15,35,20,35,15,max,35,Min Best Case,No Change,0,20,35
Open Map,96372106,2,3,10637334,False,0.0,0.0006308555603027344,0.0008783340454101562,1,21,32,11,32,21,32,11,max,32,Min Best Case,No Change,0,21,32
Open Map,96372106,2,3,10637335,False,0.0,0.00028228759765625,0.0005881786346435547,1,6,10,4,10,6,10,4,max,10,Min Best Case,No Change,0,6,10
Open Map,96372106,2,3,10637336,False,0.0,0.003710508346557617,0.0011484622955322266,1,27,46,19,46,27,46,19,max,46,Min Best Case,No Change,0,26,46
Open Map,96372106,2,3,10637337,False,0.0,0.0089263916015625,0.0008528232574462891,1,24,35,11,35,24,35,11,max,35,Min Best Case,No Change,0,22,36
Open Map,96372106,2,3,10637338,False,0.0,0.006407260894775391,0.0012187957763671875,1,30,43,13,43,30,43,13,max,43,Min Best Case,No Change,0,28,47
Open Map,96372106,2,3,10637339,False,0.0,0.007231712341308594,0.00087738037109375,1,19,31,12,31,19,31,12,max,31,Min Best Case,No Change,0,16,26
Open Map,96372106,2,3,10637340,False,0.0,0.0010824203491210938,0.0008141994476318359,1,19,31,12,31,19,31,12,max,31,Min Best Case,No Change,0,19,33
Open Map,96372106,2,3,10637341,False,0.0,0.0006489753723144531,0.0008025169372558594,1,17,30,13,30,17,30,13,max,30,Min Best Case,No Change,0,17,30
Open Map,96372106,2,3,10637342,False,0.0,0.025780439376831055,0.0009710788726806641,1,20,31,11,31,20,31,11,max,31,Min Best Case,No Change,0,18,29
Open Map,96372106,2,3,10637343,False,0.0,0.0005781650543212891,0.0007853507995605469,1,16,29,13,29,16,29,13,max,29,Min Best Case,No Change,0,16,29
Open Map,96372106,2,3,10637344,False,0.0,0.002019166946411133,0.0008952617645263672,1,17,30,13,30,17,30,13,max,30,Min Best Case,No Change,0,16,30
Open Map,96372106,2,3,10637345,False,0.0,0.0028579235076904297,0.0010178089141845703,1,27,51,24,51,27,51,24,max,51,Min Best Case,No Change,0,27,49
Open Map,96372106,2,3,10637296,False,0.0,0.0017192363739013672,0.0010695457458496094,1,28,49,21,28,28,49,21,min,28,Min Best Case,No Change,0,28,46
Open Map,96372106,2,3,10637297,False,0.0,0.0006268024444580078,0.0007200241088867188,1,17,34,17,17,17,34,17,min,17,Min Best Case,No Change,0,17,34
Open Map,96372106,2,3,10637298,False,0.0,0.04278874397277832,0.001028299331665039,1,30,50,20,30,30,50,20,min,30,Min Best Case,No Change,0,27,49
Open Map,96372106,2,3,10637299,False,0.0,0.003605365753173828,0.0010693073272705078,1,28,44,16,28,28,44,16,min,28,Min Best Case,No Change,0,26,46
Open Map,96372106,2,3,10637300,False,0.0,0.002702951431274414,0.0010554790496826172,1,26,45,19,26,26,45,19,min,26,Min Best Case,No Change,0,25,45
Open Map,96372106,2,3,10637301,False,0.0,0.002683401107788086,0.001180410385131836,1,31,49,18,31,31,49,18,min,31,Min Best Case,No Change,0,29,47
Open Map,96372106,2,3,10637302,False,0.0,0.005016326904296875,0.0011262893676757812,1,30,53,23,30,30,53,23,min,30,Min Best Case,No Change,0,28,50
Open Map,96372106,2,3,10637303,False,0.0,0.000518798828125,0.0007491111755371094,1,16,28,12,16,16,28,12,min,16,Min Best Case,No Change,0,16,28
Open Map,96372106,2,3,10637304,False,0.0,0.002764463424682617,0.000911712646484375,1,25,40,15,25,25,40,15,min,25,Min Best Case,No Change,0,23,40
Open Map,96372106,2,3,10637305,False,0.0,0.0056002140045166016,0.0010249614715576172,1,26,42,16,26,26,42,16,min,26,Min Best Case,No Change,0,24,41
Open Map,96372106,2,3,10637306,False,0.0,0.0004200935363769531,0.0005834102630615234,1,12,19,7,12,12,19,7,min,12,Min Best Case,No Change,0,12,19
Open Map,96372106,2,3,10637307,False,0.0,0.001485586166381836,0.0008528232574462891,1,24,45,21,24,24,45,21,min,24,Min Best Case,No Change,0,24,46
Open Map,96372106,2,3,10637308,False,0.0,0.0015172958374023438,0.0009407997131347656,1,21,36,15,21,21,36,15,min,21,Min Best Case,No Change,0,21,35
Open Map,96372106,2,3,10637309,False,0.0,0.001394510269165039,0.0010123252868652344,1,22,37,15,22,22,37,15,min,22,Min Best Case,No Change,0,21,37
Open Map,96372106,2,3,10637310,False,0.0,0.0008645057678222656,0.0010364055633544922,1,27,49,22,27,27,49,22,min,27,Min Best Case,No Change,0,27,49
Open Map,96372106,2,3,10637311,False,0.0,0.0006172657012939453,0.0008153915405273438,1,21,30,9,21,21,30,9,min,21,Min Best Case,No Change,0,21,30
Open Map,96372106,2,3,10637312,False,0.0,0.002222776412963867,0.0007803440093994141,1,18,31,13,18,18,31,13,min,18,Min Best Case,No Change,0,17,34
Open Map,96372106,2,3,10637313,False,0.0,0.05190610885620117,0.0012712478637695312,1,30,51,21,30,30,51,21,min,30,Min Best Case,No Change,0,29,52
Open Map,96372106,2,3,10637314,False,0.0,0.010761499404907227,0.001271963119506836,1,25,40,15,25,25,40,15,min,25,Min Best Case,No Change,0,23,42
Open Map,96372106,2,3,10637315,False,0.0,0.0005695819854736328,0.0006406307220458984,1,16,28,12,16,16,28,12,min,16,Min Best Case,No Change,0,16,28
Open Map,96372106,2,3,10637316,False,0.0,0.0031862258911132812,0.0008969306945800781,1,26,41,15,26,26,41,15,min,26,Min Best Case,No Change,0,26,40
Open Map,96372106,2,3,10637317,False,0.0,0.0008602142333984375,0.0010671615600585938,1,26,42,16,26,26,42,16,min,26,Min Best Case,No Change,0,26,42
Open Map,96372106,2,3,10637318,False,0.0,0.0006506443023681641,0.0009326934814453125,1,17,33,16,17,17,33,16,min,17,Min Best Case,No Change,0,17,33
Open Map,96372106,2,3,10637319,False,0.0,0.0006237030029296875,0.0008158683776855469,1,19,38,19,19,19,38,19,min,19,Min Best Case,No Change,0,19,38
Open Map,96372106,2,3,10637320,False,0.0,0.00040602684020996094,0.0006260871887207031,1,13,22,9,13,13,22,9,min,13,Min Best Case,No Change,0,13,22
Open Map,96372106,2,3,10637321,False,0.0,0.0005729198455810547,0.0007424354553222656,1,20,33,13,20,20,33,13,min,20,Min Best Case,No Change,0,20,33
Open Map,96372106,2,3,10637322,False,0.0,0.0009746551513671875,0.0006935596466064453,1,15,22,7,15,15,22,7,min,15,Min Best Case,No Change,0,14,21
