Map,Map Seed,Uncertainty,Number of Agents,Agent Seed,With Communication,Sensing Probability,Initial Runtime (secs),Online Runtime (secs),Success,Initial Min SOC,Initial Max SOC,Initial Uncertainty,Initial True Cost,Final Min SOC,Final Max SOC,Final Uncertainty,Distribution,Final True Cost,Objective,Effect on True Cost,True Cost Change,Min SIC,Max SIC
Open Map,96372106,0,10,10637313,False,0.0,0.05171561241149902,0.004141807556152344,1,64,64,0,64,64,64,0,max,64,Min Worst Case,No Change,0,63,63
Open Map,96372106,0,10,10637314,False,0.0,153.26811599731445,0.0033485889434814453,1,60,60,0,60,60,60,0,max,60,Min Worst Case,No Change,0,57,57
Open Map,96372106,0,10,10637315,False,0.0,0.3683929443359375,0.0035653114318847656,1,70,70,0,70,70,70,0,max,70,Min Worst Case,No Change,0,70,70
Open Map,96372106,0,10,10637316,False,0.0,0.018047809600830078,0.0028231143951416016,1,59,59,0,59,59,59,0,max,59,Min Worst Case,No Change,0,59,59
Open Map,96372106,0,10,10637317,False,0.0,0.009023189544677734,0.0028753280639648438,1,61,61,0,61,61,61,0,max,61,Min Worst Case,No Change,0,61,61
Open Map,96372106,0,10,10637318,False,0.0,0.002745389938354492,0.0024280548095703125,1,49,49,0,49,49,49,0,max,49,Min Worst Case,No Change,0,49,49
Open Map,96372106,0,10,10637319,False,0.0,1.6200904846191406,0.003099203109741211,1,59,59,0,59,59,59,0,max,59,Min Worst Case,No Change,0,56,56
Open Map,96372106,0,10,10637320,False,0.0,0.00487208366394043,0.0026390552520751953,1,49,49,0,49,49,49,0,max,49,Min Worst Case,No Change,0,49,49
Open Map,96372106,0,10,10637321,False,0.0,0.022584199905395508,0.002669095993041992,1,52,52,0,52,52,52,0,max,52,Min Worst Case,No Change,0,51,51
Open Map,96372106,0,10,10637322,False,0.0,0.04391670227050781,0.003110170364379883,1,58,58,0,58,58,58,0,max,58,Min Worst Case,No Change,0,56,56
Open Map,96372106,0,10,10637323,False,0.0,55.77097272872925,0.0038557052612304688,1,67,67,0,67,67,67,0,max,67,Min Worst Case,No Change,0,65,65
Open Map,96372106,0,10,10637324,False,0.0,0.007756471633911133,0.002666950225830078,1,45,45,0,45,45,45,0,max,45,Min Worst Case,No Change,0,44,44
Open Map,96372106,0,10,10637325,False,0.0,0.06932425498962402,0.003040313720703125,1,49,49,0,49,49,49,0,max,49,Min Worst Case,No Change,0,48,48
Open Map,96372106,0,10,10637326,False,0.0,0.027422666549682617,0.0031147003173828125,1,57,57,0,57,57,57,0,max,57,Min Worst Case,No Change,0,57,57
Open Map,96372106,0,10,10637327,False,0.0,0.0023741722106933594,0.0021533966064453125,1,51,51,0,51,51,51,0,max,51,Min Worst Case,No Change,0,51,51
Open Map,96372106,0,10,10637328,False,0.0,2.006195545196533,0.003741741180419922,1,54,54,0,54,54,54,0,max,54,Min Worst Case,No Change,0,52,52
Open Map,96372106,0,10,10637329,False,0.0,0.008910179138183594,0.002918720245361328,1,55,55,0,55,55,55,0,max,55,Min Worst Case,No Change,0,55,55
Open Map,96372106,0,10,10637330,False,0.0,0.0949864387512207,0.0028765201568603516,1,63,63,0,63,63,63,0,max,63,Min Worst Case,No Change,0,62,62
Open Map,96372106,0,10,10637331,False,0.0,0.00819849967956543,0.002855062484741211,1,47,47,0,47,47,47,0,max,47,Min Worst Case,No Change,0,47,47
Open Map,96372106,0,10,10637332,False,0.0,0.00442814826965332,0.0021715164184570312,1,44,44,0,44,44,44,0,max,44,Min Worst Case,No Change,0,44,44
Open Map,96372106,0,10,10637333,False,0.0,0.004112958908081055,0.003125429153442383,1,53,53,0,53,53,53,0,max,53,Min Worst Case,No Change,0,53,53
Open Map,96372106,0,10,10637334,False,0.0,0.015219688415527344,0.0027816295623779297,1,59,59,0,59,59,59,0,max,59,Min Worst Case,No Change,0,57,57
Open Map,96372106,0,10,10637335,False,0.0,0.003086090087890625,0.0041997432708740234,1,48,48,0,48,48,48,0,max,48,Min Worst Case,No Change,0,48,48
Open Map,96372106,0,10,10637336,False,0.0,0.011821269989013672,0.0040204524993896484,1,72,72,0,72,72,72,0,max,72,Min Worst Case,No Change,0,72,72
Open Map,96372106,0,10,10637337,False,0.0,0.0077283382415771484,0.0027077198028564453,1,47,47,0,47,47,47,0,max,47,Min Worst Case,No Change,0,47,47
Open Map,96372106,0,10,10637338,False,0.0,0.004123687744140625,0.0029718875885009766,1,59,59,0,59,59,59,0,max,59,Min Worst Case,No Change,0,59,59
Open Map,96372106,0,10,10637339,False,0.0,0.020780563354492188,0.00423431396484375,1,67,67,0,67,67,67,0,max,67,Min Worst Case,No Change,0,65,65
Open Map,96372106,0,10,10637340,False,0.0,0.09806942939758301,0.0028960704803466797,1,54,54,0,54,54,54,0,max,54,Min Worst Case,No Change,0,51,51
Open Map,96372106,0,10,10637341,False,0.0,0.0067577362060546875,0.00264739990234375,1,50,50,0,50,50,50,0,max,50,Min Worst Case,No Change,0,48,48
Open Map,96372106,0,10,10637342,False,0.0,2.2855517864227295,0.0027451515197753906,1,57,57,0,57,57,57,0,max,57,Min Worst Case,No Change,0,56,56
Open Map,96372106,0,10,10637343,False,0.0,0.006313800811767578,0.002668619155883789,1,52,52,0,52,52,52,0,max,52,Min Worst Case,No Change,0,51,51
Open Map,96372106,0,10,10637344,False,0.0,0.12885117530822754,0.0025148391723632812,1,55,55,0,55,55,55,0,max,55,Min Worst Case,No Change,0,54,54
Open Map,96372106,0,10,10637345,False,0.0,0.010647296905517578,0.0031549930572509766,1,66,66,0,66,66,66,0,max,66,Min Worst Case,No Change,0,66,66
Open Map,96372106,0,10,10637296,False,0.0,0.02771759033203125,0.003027200698852539,1,53,53,0,53,53,53,0,min,53,Min Worst Case,No Change,0,53,53
Open Map,96372106,0,10,10637297,False,0.0,0.01361393928527832,0.0031938552856445312,1,57,57,0,57,57,57,0,min,57,Min Worst Case,No Change,0,57,57
Open Map,96372106,0,10,10637298,False,0.0,0.005946636199951172,0.0026340484619140625,1,57,57,0,57,57,57,0,min,57,Min Worst Case,No Change,0,56,56
Open Map,96372106,0,10,10637299,False,0.0,0.006015777587890625,0.0026865005493164062,1,62,62,0,62,62,62,0,min,62,Min Worst Case,No Change,0,62,62
Open Map,96372106,0,10,10637300,False,0.0,0.05849504470825195,0.003036022186279297,1,66,66,0,66,66,66,0,min,66,Min Worst Case,No Change,0,66,66
Open Map,96372106,0,10,10637301,False,0.0,0.018436431884765625,0.0032927989959716797,1,48,48,0,48,48,48,0,min,48,Min Worst Case,No Change,0,48,48
Open Map,96372106,0,10,10637302,False,0.0,0.00888681411743164,0.0034003257751464844,1,71,71,0,71,71,71,0,min,71,Min Worst Case,No Change,0,71,71
Open Map,96372106,0,10,10637303,False,0.0,0.008867740631103516,0.003003358840942383,1,50,50,0,50,50,50,0,min,50,Min Worst Case,No Change,0,50,50
Open Map,96372106,0,10,10637304,False,0.0,0.005284309387207031,0.0025620460510253906,1,41,41,0,41,41,41,0,min,41,Min Worst Case,No Change,0,41,41
Open Map,96372106,0,10,10637305,False,0.0,0.0273592472076416,0.0034050941467285156,1,59,59,0,59,59,59,0,min,59,Min Worst Case,No Change,0,57,57
Open Map,96372106,0,10,10637306,False,0.0,0.018553733825683594,0.004184246063232422,1,58,58,0,58,58,58,0,min,58,Min Worst Case,No Change,0,58,58
Open Map,96372106,0,10,10637307,False,0.0,0.02526259422302246,0.004473447799682617,1,57,57,0,57,57,57,0,min,57,Min Worst Case,No Change,0,56,56
Open Map,96372106,0,10,10637308,False,0.0,0.012043237686157227,0.002949237823486328,1,64,64,0,64,64,64,0,min,64,Min Worst Case,No Change,0,64,64
Open Map,96372106,0,10,10637309,False,0.0,0.017592191696166992,0.0030364990234375,1,60,60,0,60,60,60,0,min,60,Min Worst Case,No Change,0,59,59
Open Map,96372106,0,10,10637310,False,0.0,0.020689725875854492,0.0031838417053222656,1,63,63,0,63,63,63,0,min,63,Min Worst Case,No Change,0,62,62
Open Map,96372106,0,10,10637311,False,0.0,0.006697654724121094,0.003228902816772461,1,58,58,0,58,58,58,0,min,58,Min Worst Case,No Change,0,58,58
Open Map,96372106,0,10,10637312,False,0.0,0.06869673728942871,0.0026972293853759766,1,46,46,0,46,46,46,0,min,46,Min Worst Case,No Change,0,43,43
Open Map,96372106,0,10,10637313,False,0.0,0.05171561241149902,0.0030341148376464844,1,64,64,0,64,64,64,0,min,64,Min Worst Case,No Change,0,63,63
Open Map,96372106,0,10,10637314,False,0.0,153.26811599731445,0.0029604434967041016,1,60,60,0,60,60,60,0,min,60,Min Worst Case,No Change,0,57,57
Open Map,96372106,0,10,10637315,False,0.0,0.3683929443359375,0.0035517215728759766,1,70,70,0,70,70,70,0,min,70,Min Worst Case,No Change,0,70,70
Open Map,96372106,0,10,10637316,False,0.0,0.018047809600830078,0.002745389938354492,1,59,59,0,59,59,59,0,min,59,Min Worst Case,No Change,0,59,59
Open Map,96372106,0,10,10637317,False,0.0,0.009023189544677734,0.0029468536376953125,1,61,61,0,61,61,61,0,min,61,Min Worst Case,No Change,0,61,61
Open Map,96372106,0,10,10637318,False,0.0,0.002745389938354492,0.0029795169830322266,1,49,49,0,49,49,49,0,min,49,Min Worst Case,No Change,0,49,49
Open Map,96372106,0,10,10637319,False,0.0,1.6200904846191406,0.0031359195709228516,1,59,59,0,59,59,59,0,min,59,Min Worst Case,No Change,0,56,56
Open Map,96372106,0,10,10637320,False,0.0,0.00487208366394043,0.0026099681854248047,1,49,49,0,49,49,49,0,min,49,Min Worst Case,No Change,0,49,49
Open Map,96372106,0,10,10637321,False,0.0,0.022584199905395508,0.002627134323120117,1,52,52,0,52,52,52,0,min,52,Min Worst Case,No Change,0,51,51
Open Map,96372106,0,10,10637322,False,0.0,0.04391670227050781,0.003023386001586914,1,58,58,0,58,58,58,0,min,58,Min Worst Case,No Change,0,56,56
Open Map,96372106,0,10,10637323,False,0.0,55.77097272872925,0.003858327865600586,1,67,67,0,67,67,67,0,min,67,Min Worst Case,No Change,0,65,65
Open Map,96372106,0,10,10637324,False,0.0,0.007756471633911133,0.002687215805053711,1,45,45,0,45,45,45,0,min,45,Min Worst Case,No Change,0,44,44
Open Map,96372106,0,10,10637325,False,0.0,0.06932425498962402,0.0027031898498535156,1,49,49,0,49,49,49,0,min,49,Min Worst Case,No Change,0,48,48
Open Map,96372106,0,10,10637326,False,0.0,0.027422666549682617,0.0030422210693359375,1,57,57,0,57,57,57,0,min,57,Min Worst Case,No Change,0,57,57
Open Map,96372106,0,10,10637327,False,0.0,0.0023741722106933594,0.0022089481353759766,1,51,51,0,51,51,51,0,min,51,Min Worst Case,No Change,0,51,51
Open Map,96372106,0,10,10637328,False,0.0,2.006195545196533,0.0029489994049072266,1,54,54,0,54,54,54,0,min,54,Min Worst Case,No Change,0,52,52
Open Map,96372106,0,10,10637329,False,0.0,0.008910179138183594,0.003277301788330078,1,55,55,0,55,55,55,0,min,55,Min Worst Case,No Change,0,55,55
Open Map,96372106,0,10,10637330,False,0.0,0.0949864387512207,0.004172325134277344,1,63,63,0,63,63,63,0,min,63,Min Worst Case,No Change,0,62,62
Open Map,96372106,0,10,10637331,False,0.0,0.00819849967956543,0.0024862289428710938,1,47,47,0,47,47,47,0,min,47,Min Worst Case,No Change,0,47,47
Open Map,96372106,0,10,10637332,False,0.0,0.00442814826965332,0.0024809837341308594,1,44,44,0,44,44,44,0,min,44,Min Worst Case,No Change,0,44,44
Open Map,96372106,0,10,10637333,False,0.0,0.004112958908081055,0.004162788391113281,1,53,53,0,53,53,53,0,min,53,Min Worst Case,No Change,0,53,53
Open Map,96372106,0,10,10637334,False,0.0,0.015219688415527344,0.0030717849731445312,1,59,59,0,59,59,59,0,min,59,Min Worst Case,No Change,0,57,57
Open Map,96372106,0,10,10637335,False,0.0,0.003086090087890625,0.0041332244873046875,1,48,48,0,48,48,48,0,min,48,Min Worst Case,No Change,0,48,48
Open Map,96372106,0,10,10637336,False,0.0,0.011821269989013672,0.004545450210571289,1,72,72,0,72,72,72,0,min,72,Min Worst Case,No Change,0,72,72
Open Map,96372106,0,10,10637337,False,0.0,0.0077283382415771484,0.0035827159881591797,1,47,47,0,47,47,47,0,min,47,Min Worst Case,No Change,0,47,47
Open Map,96372106,0,10,10637338,False,0.0,0.004123687744140625,0.002960205078125,1,59,59,0,59,59,59,0,min,59,Min Worst Case,No Change,0,59,59
Open Map,96372106,0,10,10637339,False,0.0,0.020780563354492188,0.0034248828887939453,1,67,67,0,67,67,67,0,min,67,Min Worst Case,No Change,0,65,65
Open Map,96372106,0,10,10637340,False,0.0,0.09806942939758301,0.002790689468383789,1,54,54,0,54,54,54,0,min,54,Min Worst Case,No Change,0,51,51
Open Map,96372106,0,10,10637341,False,0.0,0.0067577362060546875,0.002605915069580078,1,50,50,0,50,50,50,0,min,50,Min Worst Case,No Change,0,48,48
Open Map,96372106,0,10,10637342,False,0.0,2.2855517864227295,0.002723217010498047,1,57,57,0,57,57,57,0,min,57,Min Worst Case,No Change,0,56,56
Open Map,96372106,0,10,10637343,False,0.0,0.006313800811767578,0.0026483535766601562,1,52,52,0,52,52,52,0,min,52,Min Worst Case,No Change,0,51,51
Open Map,96372106,0,10,10637344,False,0.0,0.12885117530822754,0.0025615692138671875,1,55,55,0,55,55,55,0,min,55,Min Worst Case,No Change,0,54,54
Open Map,96372106,0,10,10637345,False,0.0,0.010647296905517578,0.003661632537841797,1,66,66,0,66,66,66,0,min,66,Min Worst Case,No Change,0,66,66
Open Map,96372106,0,10,10637296,False,0.0,0.02771759033203125,0.003007173538208008,1,53,53,0,53,53,53,0,uniform,53,Min Worst Case,No Change,0,53,53
Open Map,96372106,0,10,10637297,False,0.0,0.01361393928527832,0.003193378448486328,1,57,57,0,57,57,57,0,uniform,57,Min Worst Case,No Change,0,57,57
Open Map,96372106,0,10,10637298,False,0.0,0.005946636199951172,0.002606630325317383,1,57,57,0,57,57,57,0,uniform,57,Min Worst Case,No Change,0,56,56
Open Map,96372106,0,10,10637299,False,0.0,0.006015777587890625,0.0026378631591796875,1,62,62,0,62,62,62,0,uniform,62,Min Worst Case,No Change,0,62,62
Open Map,96372106,0,10,10637300,False,0.0,0.05849504470825195,0.003064870834350586,1,66,66,0,66,66,66,0,uniform,66,Min Worst Case,No Change,0,66,66
Open Map,96372106,0,10,10637301,False,0.0,0.018436431884765625,0.0041065216064453125,1,48,48,0,48,48,48,0,uniform,48,Min Worst Case,No Change,0,48,48
Open Map,96372106,0,10,10637302,False,0.0,0.00888681411743164,0.0035009384155273438,1,71,71,0,71,71,71,0,uniform,71,Min Worst Case,No Change,0,71,71
Open Map,96372106,0,10,10637303,False,0.0,0.008867740631103516,0.0035834312438964844,1,50,50,0,50,50,50,0,uniform,50,Min Worst Case,No Change,0,50,50
Open Map,96372106,0,10,10637304,False,0.0,0.005284309387207031,0.0025725364685058594,1,41,41,0,41,41,41,0,uniform,41,Min Worst Case,No Change,0,41,41
Open Map,96372106,0,10,10637305,False,0.0,0.0273592472076416,0.004438638687133789,1,59,59,0,59,59,59,0,uniform,59,Min Worst Case,No Change,0,57,57
Open Map,96372106,0,10,10637306,False,0.0,0.018553733825683594,0.003770112991333008,1,58,58,0,58,58,58,0,uniform,58,Min Worst Case,No Change,0,58,58
Open Map,96372106,0,10,10637307,False,0.0,0.02526259422302246,0.003058910369873047,1,57,57,0,57,57,57,0,uniform,57,Min Worst Case,No Change,0,56,56
Open Map,96372106,0,10,10637308,False,0.0,0.012043237686157227,0.002765178680419922,1,64,64,0,64,64,64,0,uniform,64,Min Worst Case,No Change,0,64,64
Open Map,96372106,0,10,10637309,False,0.0,0.017592191696166992,0.002906322479248047,1,60,60,0,60,60,60,0,uniform,60,Min Worst Case,No Change,0,59,59
Open Map,96372106,0,10,10637310,False,0.0,0.020689725875854492,0.0032358169555664062,1,63,63,0,63,63,63,0,uniform,63,Min Worst Case,No Change,0,62,62
Open Map,96372106,0,10,10637311,False,0.0,0.006697654724121094,0.003970146179199219,1,58,58,0,58,58,58,0,uniform,58,Min Worst Case,No Change,0,58,58
Open Map,96372106,0,10,10637312,False,0.0,0.06869673728942871,0.0026514530181884766,1,46,46,0,46,46,46,0,uniform,46,Min Worst Case,No Change,0,43,43
Open Map,96372106,0,10,10637313,False,0.0,0.05171561241149902,0.0030248165130615234,1,64,64,0,64,64,64,0,uniform,64,Min Worst Case,No Change,0,63,63
Open Map,96372106,0,10,10637314,False,0.0,153.26811599731445,0.0029611587524414062,1,60,60,0,60,60,60,0,uniform,60,Min Worst Case,No Change,0,57,57
Open Map,96372106,0,10,10637315,False,0.0,0.3683929443359375,0.003488779067993164,1,70,70,0,70,70,70,0,uniform,70,Min Worst Case,No Change,0,70,70
Open Map,96372106,0,10,10637316,False,0.0,0.018047809600830078,0.0028090476989746094,1,59,59,0,59,59,59,0,uniform,59,Min Worst Case,No Change,0,59,59
Open Map,96372106,0,10,10637317,False,0.0,0.009023189544677734,0.0029244422912597656,1,61,61,0,61,61,61,0,uniform,61,Min Worst Case,No Change,0,61,61
Open Map,96372106,0,10,10637318,False,0.0,0.002745389938354492,0.0024178028106689453,1,49,49,0,49,49,49,0,uniform,49,Min Worst Case,No Change,0,49,49
Open Map,96372106,0,10,10637319,False,0.0,1.6200904846191406,0.0030701160430908203,1,59,59,0,59,59,59,0,uniform,59,Min Worst Case,No Change,0,56,56
Open Map,96372106,0,10,10637320,False,0.0,0.00487208366394043,0.0026590824127197266,1,49,49,0,49,49,49,0,uniform,49,Min Worst Case,No Change,0,49,49
Open Map,96372106,0,10,10637321,False,0.0,0.022584199905395508,0.002656698226928711,1,52,52,0,52,52,52,0,uniform,52,Min Worst Case,No Change,0,51,51
Open Map,96372106,0,10,10637322,False,0.0,0.04391670227050781,0.0030333995819091797,1,58,58,0,58,58,58,0,uniform,58,Min Worst Case,No Change,0,56,56
Open Map,96372106,0,10,10637323,False,0.0,55.77097272872925,0.003854990005493164,1,67,67,0,67,67,67,0,uniform,67,Min Worst Case,No Change,0,65,65
Open Map,96372106,0,10,10637324,False,0.0,0.007756471633911133,0.002719879150390625,1,45,45,0,45,45,45,0,uniform,45,Min Worst Case,No Change,0,44,44
Open Map,96372106,0,10,10637325,False,0.0,0.06932425498962402,0.0034627914428710938,1,49,49,0,49,49,49,0,uniform,49,Min Worst Case,No Change,0,48,48
Open Map,96372106,0,10,10637326,False,0.0,0.027422666549682617,0.003144502639770508,1,57,57,0,57,57,57,0,uniform,57,Min Worst Case,No Change,0,57,57
Open Map,96372106,0,10,10637327,False,0.0,0.0023741722106933594,0.0022230148315429688,1,51,51,0,51,51,51,0,uniform,51,Min Worst Case,No Change,0,51,51
Open Map,96372106,0,10,10637328,False,0.0,2.006195545196533,0.004151105880737305,1,54,54,0,54,54,54,0,uniform,54,Min Worst Case,No Change,0,52,52
Open Map,96372106,0,10,10637329,False,0.0,0.008910179138183594,0.0038793087005615234,1,55,55,0,55,55,55,0,uniform,55,Min Worst Case,No Change,0,55,55
Open Map,96372106,0,10,10637330,False,0.0,0.0949864387512207,0.0029430389404296875,1,63,63,0,63,63,63,0,uniform,63,Min Worst Case,No Change,0,62,62
Open Map,96372106,0,10,10637331,False,0.0,0.00819849967956543,0.002671957015991211,1,47,47,0,47,47,47,0,uniform,47,Min Worst Case,No Change,0,47,47
Open Map,96372106,0,10,10637332,False,0.0,0.00442814826965332,0.002270221710205078,1,44,44,0,44,44,44,0,uniform,44,Min Worst Case,No Change,0,44,44
Open Map,96372106,0,10,10637333,False,0.0,0.004112958908081055,0.004000663757324219,1,53,53,0,53,53,53,0,uniform,53,Min Worst Case,No Change,0,53,53
Open Map,96372106,0,10,10637334,False,0.0,0.015219688415527344,0.002772092819213867,1,59,59,0,59,59,59,0,uniform,59,Min Worst Case,No Change,0,57,57
Open Map,96372106,0,10,10637335,False,0.0,0.003086090087890625,0.003270387649536133,1,48,48,0,48,48,48,0,uniform,48,Min Worst Case,No Change,0,48,48
Open Map,96372106,0,10,10637336,False,0.0,0.011821269989013672,0.0034570693969726562,1,72,72,0,72,72,72,0,uniform,72,Min Worst Case,No Change,0,72,72
Open Map,96372106,0,10,10637337,False,0.0,0.0077283382415771484,0.0027370452880859375,1,47,47,0,47,47,47,0,uniform,47,Min Worst Case,No Change,0,47,47
Open Map,96372106,0,10,10637338,False,0.0,0.004123687744140625,0.0028913021087646484,1,59,59,0,59,59,59,0,uniform,59,Min Worst Case,No Change,0,59,59
Open Map,96372106,0,10,10637339,False,0.0,0.020780563354492188,0.003391265869140625,1,67,67,0,67,67,67,0,uniform,67,Min Worst Case,No Change,0,65,65
Open Map,96372106,0,10,10637340,False,0.0,0.09806942939758301,0.0028204917907714844,1,54,54,0,54,54,54,0,uniform,54,Min Worst Case,No Change,0,51,51
Open Map,96372106,0,10,10637341,False,0.0,0.0067577362060546875,0.002691030502319336,1,50,50,0,50,50,50,0,uniform,50,Min Worst Case,No Change,0,48,48
Open Map,96372106,0,10,10637342,False,0.0,2.2855517864227295,0.002750873565673828,1,57,57,0,57,57,57,0,uniform,57,Min Worst Case,No Change,0,56,56
Open Map,96372106,0,10,10637343,False,0.0,0.006313800811767578,0.002637624740600586,1,52,52,0,52,52,52,0,uniform,52,Min Worst Case,No Change,0,51,51
Open Map,96372106,0,10,10637344,False,0.0,0.12885117530822754,0.0025670528411865234,1,55,55,0,55,55,55,0,uniform,55,Min Worst Case,No Change,0,54,54
Open Map,96372106,0,10,10637345,False,0.0,0.010647296905517578,0.003153085708618164,1,66,66,0,66,66,66,0,uniform,66,Min Worst Case,No Change,0,66,66
Open Map,96372106,0,10,10637296,True,0.0,0.027156352996826172,0.002564668655395508,1,53,53,0,53,53,53,0,max,53,Min Best Case,No Change,0,53,53
Open Map,96372106,0,10,10637297,True,0.0,0.013514280319213867,0.002526521682739258,1,57,57,0,57,57,57,0,max,57,Min Best Case,No Change,0,57,57
Open Map,96372106,0,10,10637298,True,0.0,0.005269050598144531,0.0021333694458007812,1,57,57,0,57,57,57,0,max,57,Min Best Case,No Change,0,56,56
Open Map,96372106,0,10,10637299,True,0.0,0.005989789962768555,0.00209808349609375,1,62,62,0,62,62,62,0,max,62,Min Best Case,No Change,0,62,62
Open Map,96372106,0,10,10637300,True,0.0,0.060393333435058594,0.002418041229248047,1,66,66,0,66,66,66,0,max,66,Min Best Case,No Change,0,66,66
Open Map,96372106,0,10,10637301,True,0.0,0.01838970184326172,0.002676248550415039,1,48,48,0,48,48,48,0,max,48,Min Best Case,No Change,0,48,48
Open Map,96372106,0,10,10637302,True,0.0,0.008793830871582031,0.002665281295776367,1,71,71,0,71,71,71,0,max,71,Min Best Case,No Change,0,71,71
